,0,1,2,3,4,5
010101,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.06060606060606061,0.12121212121212122,0.09090909090909091
010102,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.06060606060606061,0.12121212121212122,0.09090909090909091
010103,0.3333333333333333,0.3111111111111111,0.08888888888888889,0.13333333333333333,0.044444444444444446,0.08888888888888889
010104,0.3125,0.2916666666666667,0.20833333333333334,0.041666666666666664,0.08333333333333333,0.0625
010105,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010106,0.3333333333333333,0.3111111111111111,0.08888888888888889,0.13333333333333333,0.044444444444444446,0.08888888888888889
010107,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010108,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010109,0.3333333333333333,0.3111111111111111,0.08888888888888889,0.13333333333333333,0.044444444444444446,0.08888888888888889
010110,0.3409090909090909,0.3181818181818182,0.09090909090909091,0.06818181818181818,0.13636363636363635,0.045454545454545456
010111,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.05128205128205128,0.10256410256410256,0.07692307692307693
010112,0.36585365853658536,0.34146341463414637,0.0975609756097561,0.07317073170731707,0.04878048780487805,0.07317073170731707
010113,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010114,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010115,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010116,0.36585365853658536,0.12195121951219512,0.21951219512195122,0.14634146341463414,0.04878048780487805,0.0975609756097561
010117,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010118,0.25,0.2916666666666667,0.2708333333333333,0.0625,0.041666666666666664,0.08333333333333333
010119,0.13636363636363635,0.3181818181818182,0.29545454545454547,0.06818181818181818,0.13636363636363635,0.045454545454545456
010120,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010121,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010122,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.06060606060606061,0.12121212121212122,0.09090909090909091
010123,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010124,0.3125,0.2916666666666667,0.125,0.125,0.08333333333333333,0.0625
010125,0.15384615384615385,0.1282051282051282,0.10256410256410256,0.23076923076923078,0.23076923076923078,0.15384615384615385
010126,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010127,0.38461538461538464,0.358974358974359,0.10256410256410256,0.07692307692307693,0.05128205128205128,0.02564102564102564
010128,0.5,0.16666666666666666,0.13333333333333333,0.1,0.06666666666666667,0.03333333333333333
010129,0.36585365853658536,0.12195121951219512,0.21951219512195122,0.14634146341463414,0.04878048780487805,0.0975609756097561
010130,0.36585365853658536,0.34146341463414637,0.0975609756097561,0.07317073170731707,0.0975609756097561,0.024390243902439025
010131,0.38461538461538464,0.23076923076923078,0.15384615384615385,0.05128205128205128,0.10256410256410256,0.07692307692307693
010132,0.3409090909090909,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.09090909090909091,0.06818181818181818
010133,0.46875,0.15625,0.125,0.09375,0.0625,0.09375
010201,0.35714285714285715,0.2857142857142857,0.10714285714285714,0.07142857142857142,0.10714285714285714,0.07142857142857142
010202,0.35714285714285715,0.2857142857142857,0.10714285714285714,0.07142857142857142,0.10714285714285714,0.07142857142857142
010203,0.34146341463414637,0.36585365853658536,0.0975609756097561,0.07317073170731707,0.04878048780487805,0.07317073170731707
010204,0.37209302325581395,0.3023255813953488,0.16279069767441862,0.06976744186046512,0.046511627906976744,0.046511627906976744
010205,0.41025641025641024,0.3333333333333333,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010206,0.34146341463414637,0.36585365853658536,0.0975609756097561,0.07317073170731707,0.04878048780487805,0.07317073170731707
010207,0.41025641025641024,0.3333333333333333,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010208,0.358974358974359,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010209,0.32558139534883723,0.3488372093023256,0.13953488372093023,0.06976744186046512,0.06976744186046512,0.046511627906976744
010210,0.34782608695652173,0.2826086956521739,0.13043478260869565,0.13043478260869565,0.06521739130434782,0.043478260869565216
010211,0.4117647058823529,0.29411764705882354,0.08823529411764706,0.058823529411764705,0.08823529411764706,0.058823529411764705
010212,0.3181818181818182,0.3409090909090909,0.1590909090909091,0.06818181818181818,0.045454545454545456,0.06818181818181818
010213,0.358974358974359,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010214,0.358974358974359,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010215,0.358974358974359,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010216,0.3783783783783784,0.13513513513513514,0.2702702702702703,0.08108108108108109,0.05405405405405406,0.08108108108108109
010217,0.41025641025641024,0.3333333333333333,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010218,0.1956521739130435,0.32608695652173914,0.2608695652173913,0.10869565217391304,0.06521739130434782,0.043478260869565216
010219,0.14634146341463414,0.3170731707317073,0.34146341463414637,0.07317073170731707,0.07317073170731707,0.04878048780487805
010220,0.358974358974359,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010221,0.358974358974359,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010222,0.35714285714285715,0.2857142857142857,0.10714285714285714,0.07142857142857142,0.10714285714285714,0.07142857142857142
010223,0.358974358974359,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
010224,0.32558139534883723,0.3488372093023256,0.13953488372093023,0.06976744186046512,0.046511627906976744,0.06976744186046512
010225,0.16666666666666666,0.1388888888888889,0.1111111111111111,0.2777777777777778,0.2222222222222222,0.08333333333333333
010226,0.358974358974359,0.38461538461538464,0.07692307692307693,0.05128205128205128,0.07692307692307693,0.05128205128205128
